ord	taccion	slug	feaccion	nivel_ejecucion	estado_alta	contraparte	description	Requirente	Monto	objetivo	planprod	lineaaccion	area
42	patrimoniohistorico	Capacitaciones para personal de museos del territorio nacional 	01/01/2015	enpreparacion	activo		Asesoramiento y capacitación  elaboración de planes de manejo y de gestión de sitios de patrimonio mundial dependientes d ela DNPM. Incluye la contratación de especialistas en elaboración de planes de manejo, estudios de impacto y protección de sitios de patrimonio mundial. Comprende además traslados internos, viáticos, convocatoria de capacitación y organización de materiales; publicación y difusión de estudios finales.  		1200000.0			9 Patrimonio Mundial 	DNIC
4	fortalecimiento	Acciones trasversales	01/01/2015	enpreparacion	activo				700000.0			Accesibilidad 	DNIC
215	campania	Proyecto Audiolibros	01/03/2015	enpreparacion	activo				500000.0			Accesibilidad 	DNIC
61	ciclos	Ciclos de la Cultura Nacional	06/02/2015	enpreparacion	activo		Cines Teatro argentino Danza Concierto de música en el patio Otros 		800000.0			Acciones Complementarias (CNB) 	SGC
78	ciclos	Cursos Interdisciplinarios	02/01/2015	enpreparacion	activo		Dictado de cursos: Folclore, Tango, Teatro, Guitarra, Fotografía, Artes, Poesía, Otros, cronogramas a definir 		800000.0			Acciones Complementarias (CNB) 	SGC
98	ciclos	Espectáculos ATP	18/03/2015	enpreparacion	activo		"Para niños: teatro, títeres o música Para adultos a definir" 		546000.0			Acciones Complementarias (CNB) 	SGC
130	mejoragestion	Insumos varios, otros	01/01/2015	enpreparacion	activo				2900000.0			Actividades Centrales DNIC 	DNIC
1	organismosintl	1º Encuentro de Payadores (Patrimonio cultural del MERCOSUR, candidata La payada)	01/01/2015	enpreparacion	activo		Se prevee 1 Encuentro en el Municipio de Avellaneda, provincia  de Buenos Aires. 		250000.0			Acuerdos Bilaterales 	DNPM
22	organismosintl	Asistencia financiera a organismos internacionales de la Cultura	01/01/2015	enpreparacion	activo		"Se preveen hasta un total de 6 transferencias: Aporte anual al Programa iber rutas ($350.000.-). Transferencia a la OEI(Actas vigentes: Addenda al Acta 18/ Actividades de la Dirección Nacional.$600.000,00; Acta 21/ Programa Iberoamericano de Gestores Culturales/ Movilidad. $315.000,00 Acta 22/ Observatorio Iberoamericano de la Cultura (OIBC) $150.000,00 Acta 23/ Banco Interamericano de Desarrollo (BID)/ Atlas De Patrimonio E Infraestructura Cultural De Las Américas,$150.000,00 Premiación de la Edición del Premio Iberoamericano de Cuento Julio Cortázar $15.000,00 " 		1580000.0			Acuerdos Bilaterales 	DNPM
72	organismosintl	Cooperación con Instituciones académicas	01/01/2015	enpreparacion	activo		Se preveen 5 Trabajos en colaboración   		100000.0			Acuerdos Bilaterales 	DNPM
26	becasayudasubsidio	Becas y Ayudas	01/01/2015	enpreparacion	activo		En el marco del Programa se implementan convocatorias anuales en el marco de los convenios existentes con Colombia, Mèxico y Quebec.  Becas Colombia (2 residencias), México (5 residencias) Quebec (2 residencias). Las cantidades mencionadas son las mismas para los argentinos que residirán (de acuerdo a selección por convocatoria)en dichos países. 		400000.0			Becas y Ayudas 	DNPM
51	encuentroregional	CELAC	02/02/2015	enpreparacion	activo		Participar de Encuentros en el marco de la agenda de la CELAC  A través de la DNPCyCI, el Ministerio de Cultura también participa de la Reunión de Ministros de Cultura de CELAC, que se ha fusionado con el Foro de Ministros de Cultura y Encargados de Políticas Culturales de América Latina y el Caribe.   Bajo la PPT de Costa Rica, se realizó la I Reunión de Mecanismos Regionales y Subregionales del ámbito cultural en San José de Costa Rica, el día 17 de julio de 2014, en la cual el Ministerio de Cultura, a través de la DNPCyCI ha participado en calidad de Observador. 		197000.0			Bloques Multilaterales 	DNPM
66	encuentroregional	Comites de Integracion	01/01/2015	enpreparacion	activo		Participar de Encuentros en el marco de las agendas de los Comité de Integración previstos por Cancillería  Los Comités de Integración constituyen ámbitos de cooperación internacional en diferentes áreas con los países limítrofes de la Argentina. Su objetivo es el tratamiento de temas de interés mutuo, y comprenden diferentes aspectos con respecto a la problemática local. Muchos de ellos coinciden con los pasos fronterizos existentes. Existen 28 Comités en total: 3 Comités de Integración con Bolivia, 6 con Paraguay y 5 con Uruguay. En cuanto a Comités de Frontera, se han constituido 3 con Brasil, y 11 con Chile. 		215000.0			Bloques Multilaterales 	DNPM
140	encuentroregional	Mercosur Cultural	02/02/2015	enpreparacion	activo		La Secretaría del MERCOSUR Cultural  funciona en el ámbito de la Dirección Nacional de Política Cultural y Cooperación Internacional (DNPCyCI), y continuará prestando apoyo a las Presidencias Pro Témpores (PPT), así como realizando el seguimiento de los temas pendientes del MERCOSUR Cultural.		209000.0			Bloques Multilaterales 	DNPM
290	encuentroregional	UNASUR	02/02/2015	enpreparacion	activo		Participar de Encuentros en el marco de la agenda de la Unasur  El Ministerio de Cultura participa del bloque UNASUR a través de la DNPCyCI en las Reuniones de Delegados y las Reuniones de Ministros de Cultura del Consejo Suramericano de Cultura (CSC) .  Entre los principales temas de agenda del bloque UNASUR se pueden destacar: Evaluación del Plan de Acción 2013-2014, Lanzamiento del Proyecto Expreso Sur, Conclusiones del MICSUR, Presentación de nuevos proyectos y aprobación del Plan de Acción 2014-2015, aprobación y firma de la Declaración para la Lucha y Prevención del Tráfico Ilícito de Bienes Culturales y Patrimoniales, Grupo de Trabajo sobre Descolonización y Diáspora 		191000.0			Bloques Multilaterales 	DNPM
30	campania	Campaña de Verano (Verano-2015)	05/01/2015	enpreparacion	activo	Articulación con diversos ministerios y organismos	Ciclo de actividades culturales a desarrollar durante el verano 2015 (Enero y Febrero), desarrollada en cuatro líneas estratégicas: A. VERANO NACIÓN B. FIESTAS NACIONALES Y FESTIVALES PROVINCIALES C. CASA DEL BICENTENARIO D. CARNAVALES	Vitali, Franco	128040000.0	Actividades culturales en puntos estratégicos del Verano 2015	Plan de Producción ejecutivo	Campaña Verano 	SPSC
31	campania	Campaña Verano (A) Verano Nación	05/01/2015	enpreparacion	activo		Se instalará en 5 Puntos de Veraneo masivo, un mega espacio de actividades culturales, recreativas y deportivas, que estará abierto desde el 3 de Enero al 17 de Febrero, de Miércoles a Domingo de 14 hs a 24 hs * Costa Atlántica: Mar del Plata * NOA: Salta * Cuyo: Mendoza * Patagonia: Las Grutas. Calafate * Conurbano bonaerense: Ezeiza 	Vitali, Franco	1.0		Cada locación desplegará actividades a lo largo de 45 días	Campaña Verano 	SPSC
32	campania	Campaña Verano (B) Fiestas Nacionales y Festivales Provinciales	05/01/2015	enpreparacion	activo		El verano es la época del año en la que se concentran la mayor parte de las fiestas nacionales y festivales provinciales, por ser la cultura local un eje de fomento del turismo, y dar el marco a la participación de un público mayor a eventos y festividades ligados a la tradición y a la identidad local. Turismo y Cultura son dos áreas que se complementan en estas Fiestas, para promover la diversidad federal de nuestro territorio y aportar a la valorización de las culturales regionales.  En el marco de la campaña de verano se apoyará desde Presidencia a 140 Fiestas nacionales y Festivales provinciales por medio de asistencias técnicas y artísticas, y de la difusión y visibilidad de las mismas.	Vitali, Franco	1000000.0			Campaña Verano 	SPSC
33	campania	Campaña Verano (C) Casas del Bicentenario	05/01/2015	enpreparacion	activo		Las Casas de la Historia y la Cultura del Bicentenario son parte de un programa de Presidencia de la Nación, pensadas como espacios destinados al desarrollo de actividades culturales, educativas y recreativas y a la exposición permanente de diversos elementos que testimonien la historia, la actualidad y los proyectos culturales de cada comunidad. Buscan a la vez contribuir a la construcción de la identidad local, recuperando la historia de las localidades. La dinámica de actividad se concentra en los meses del ciclo lectivo, y es por ellos que es fundamental brindar en las Casas actividades culturales para toda la familia durante los meses de verano, teniendo en cuenta que en la mayoría de las localidades son los únicos espacios de acceso a actividades recreativas, y que suele ser población que no accede a centros de veraneo masivo.  Se ofrecerán actividades semanales en las 88 Casas inauguradas a la actualidad en ciclos de: - Música en vivo para publico general - Teatro para adultos - Espectáculos Infantiles - Espectáculos musicales para jóvenes con bandas emergentes - Talleres y actividades participativas - Milongas - Cine Nacional	Vitali, Franco	5630000.0			Campaña Verano 	SPSC
34	campania	Campaña Verano (D) Carnavales	05/01/2015	enpreparacion	activo		Carnavales 2015	Vitali, Franco	200000.0			Campaña Verano 	SPSC
29	culturadigital	Campaña de Instalación Pública	02/02/2015	enpreparacion	activo		Desarrollo de material editorial y audiovisual para instalación del tema en el sector. Armado de campaña de prensa. 		750000.0			Cultura Digital 	DNIC
112	culturadigital	Foro de Cultura Digital Centro	15/04/2015	enpreparacion	activo		El Foro de Cultura Digital propone debatir y avanzar hacia una agenda digital para la cultura convocando a creadores, gestores, empresarios, instituciones, organismos públicos, investigadores, académicos y demás actores del mundo de la cultura. 		560000.0			Cultura Digital 	DNIC
113	culturadigital	Foro de Cultura Digital Metropolitano	15/03/2015	enpreparacion	activo		El Foro de Cultura Digital propone debatir y avanzar hacia una agenda digital para la cultura convocando a creadores, gestores, empresarios, instituciones, organismos públicos, investigadores, académicos y demás actores del mundo de la cultura. 		560000.0			Cultura Digital 	DNIC
114	culturadigital	Foro de Cultura Digital Nacional	01/09/2015	enpreparacion	activo		El Foro de Cultura Digital propone debatir y avanzar hacia una agenda digital para la cultura convocando a creadores, gestores, empresarios, instituciones, organismos públicos, investigadores, académicos y demás actores del mundo de la cultura. 		500000.0			Cultura Digital 	DNIC
115	culturadigital	Foro de Cultura Digital Patagonia	15/02/2015	enpreparacion	activo		El Foro de Cultura Digital propone debatir y avanzar hacia una agenda digital para la cultura convocando a creadores, gestores, empresarios, instituciones, organismos públicos, investigadores, académicos y demás actores del mundo de la cultura. 		560000.0			Cultura Digital 	DNIC
219	culturadigital	Publicación	01/01/2015	enpreparacion	activo		Desarrollo, edición e impresión de un nuevo libro acerca de la temática 		450000.0			Cultura Digital 	DNIC
141	industricacultural	MICA 2015	01/06/2014	enpreparacion	activo		Mercado para el desarrollo de las diferentes actividades de las industrias culturales con el objeto de generar negocios, intercambiar información y presentar su producción a los principales referentes de todo el mundo. 		32300000.0			Desarrollo de mercados para el sector de las industrias culturales 	DNIC
142	industricacultural	MICA PRODUCE CENTRO	01/04/2015	enpreparacion	activo		Un espacio regional de formación y capacitación para productores, empresas y profesionales culturales, de cara a la 3º edición del MICA 2015 		500000.0			Desarrollo de mercados para el sector de las industrias culturales 	DNIC
143	industricacultural	MICA PRODUCE METROPOLITANO	15/03/2015	enpreparacion	activo		Un espacio regional de formación y capacitación para productores, empresas y profesionales culturales, de cara a la 3º edición del MICA 2015 		500000.0			Desarrollo de mercados para el sector de las industrias culturales 	DNIC
144	industricacultural	MICA PRODUCE PATAGONIA	15/02/2015	enpreparacion	activo		Un espacio regional de formación y capacitación para productores, empresas y profesionales culturales, de cara a la 3º edición del MICA 2015 		500000.0		Actividad a desarrollarse Febrero 2015	Desarrollo de mercados para el sector de las industrias culturales 	DNIC
201	industricacultural	Plataforma Digital de Vínculos	01/01/2015	enpreparacion	activo		Desarrollo y mantenimiento de plataforma digital para vinculación de productores culturales de todo el país, que a su vez será la organizadora de la rondas de negocios del MICA 		100000.0			Desarrollo de mercados para el sector de las industrias culturales 	DNIC
91	encuentrointl	Encuentro Laclau 1 y 2 Octubre 2015	01/10/2015	enpreparacion	activo	A definir	Encuentro internacional sobre el pensamiento del filósofo Ernesto Laclau. 	Bruera, Matías	300000.0	Reflexionar y difundir el pensamiento de Ernesto Laclau		Diálogos de América Latina y el Atlántico 	DNPAL
116	encuentrointl	Foros y Congreso por la Nueva Independencia	09/07/2015	enpreparacion	activo		Foros por la nueva independencia (tres foros a definir fecha y lugar). Congreso por la nueva Independencia en Julio en Tucumán	Bruera, Matías	10752000.0			Diálogos de América Latina y el Atlántico 	DNPAL
182	encuentrointl	Neoliberalismo. Encuentro Internacional	11/05/2015	enpreparacion	activo		Encuentro internacional de reflexión y debate sobre las consecuencias del Neoliberalismo en los países emergentes.	Bruera, Matías	812000.0			Diálogos de América Latina y el Atlántico 	DNPAL
195	encuentrointl	Paraguay	16/07/2015	enpreparacion	activo	Gobierno del Paraguay	Dos encuntros gemelos, uno en Paraguay y otro en Argentina, en el marco de la conmemoración de la Guerra del Paraguay.	Bruera, Matías	110000.0	Resignificar y debatir acerca de la Guerra del Paraguay, en el contexto de la Patria Grande		Diálogos de América Latina y el Atlántico 	DNPAL
285	educacion	Talleres Vacaciones Invierno y Verano	03/01/2015	enpreparacion	activo		"De tipografía Vitrales de papel Lupas caseras Pintura y collage Otros  Día del niño Día de la familia Otros" 		160000.0		Contrnido Cultural ATP	Educación (CNB) 	SGC
293	educacion	Visitas Guiadas	06/03/2015	enpreparacion	activo		"Nivel primario y secundario Público en general Circuito Ronda Cultural Otros" 		100000.0			Educación (CNB) 	SGC
38	encuentroregional	Capacitaciones	02/01/2015	enpreparacion	activo		Se prevee 2 encuentros anuales en la Patagonia y Zona Centro 		20000.0			Encuentro Regional Nuestros Alimentos 	DNPM
92	encuentroregional	Encuentros 	02/03/2015	enpreparacion	activo		Se prevee 2 encuentros anuales en la Patagonia y Zona Centro 		230000.0			Encuentro Regional Nuestros Alimentos 	DNPM
52	evento	Celebración 5 años de la CNB	01/05/2015	enpreparacion	activo				263000.0			Eventos Especiales (CNB) 	SGC
58	evento	Ciclo de panel de debate	10/03/2015	enpreparacion	activo				200000.0			Eventos Especiales (CNB) 	SGC
207	evento	Presentaciones de libros	01/01/2015	enpreparacion	activo				200000.0			Eventos Especiales (CNB) 	SGC
13	muestra	Apertura CCK	21/08/2015	enpreparacion	activo		Exposición sobre la construcción y puesta en Valor del Antiguo Correo Central ahora Centro Cultural Kirchner		460200.0			Exposiciones (CNB) 	SGC
103	muestra	Exposiciones Amor	02/03/2015	enpreparacion	activo				460200.0			Exposiciones (CNB) 	SGC
118	muestra	Fotografía de las diversas identidades  provinciales.	08/08/2015	enpreparacion	activo				460200.0			Exposiciones (CNB) 	SGC
119	muestra	Fotografías de artesanos	07/03/2015	enpreparacion	activo		Roxana Amarilla		460200.0			Exposiciones (CNB) 	SGC
133	muestra	IUNA 200	01/02/2015	enpreparacion	activo				450200.0			Exposiciones (CNB) 	SGC
135	muestra	Leopoldo Marechal	03/07/2015	enpreparacion	activo				460200.0			Exposiciones (CNB) 	SGC
139	muestra	Megaexposición	26/09/2015	enpreparacion	activo		A definir...		460200.0			Exposiciones (CNB) 	SGC
155	muestra	Muestras Miscelaneas	13/11/2015	enpreparacion	activo				460200.0			Exposiciones (CNB) 	SGC
203	muestra	Premios Pintura Fund. Banco Nación	07/03/2015	enpreparacion	activo				460200.0			Exposiciones (CNB) 	SGC
208	muestra	Primera Bienal Inter. de performance	06/03/2015	enpreparacion	activo				460200.0			Exposiciones (CNB) 	SGC
204	ferianacional	Presencia en Feria del Libro 2015	01/04/2015	enpreparacion	activo		Armado de stand y desarrollo de actividades 		1500000.0			Feria del Libro  	DNIC
205	ferianacional	Presencia en Feria del Libro 2015 Programación Artística	01/04/2015	enpreparacion	activo		Armado de stand y desarrollo de actividades		500000.0			Feria del Libro  	DNIC
281	plataformadigital	SISPLAN: Sistema de Planificación	30/09/2014	enpreparacion	activo	Agil Mind	Sistema de Gestión para el seguimiento de las ACCIONES del MCN, como último eslabón en la PLANIFICACIÓN OPERATIVA. Se ingresan las Acciones con toda la descripción de objetivos, costos, productos y metas, cronograma y fechas-hito. Luego se ingresan las ACTIVIDADES necesarias para su ejecución, como primer paso para llevar a cabo la ejecución de la ACCIÓN. 	Gómez Ortega, Mateo	195000.0	Visibilidad y articulación de las ACCIONES del MCN	Implementación Sistema Informático	Huella Digital 	DGTS
282	plataformadigital	Sistema de Gestión de Obra para el MNBA y museos nacionales	26/09/2014	enpreparacion	activo		Diseño, implementación y puesta en marcha de un sistema de gestión de obra de arte para el Museo Nacional de Bellas Artes y el resto de los Museos. El sistema posibilitará registrar y catalogar todo el acervo del Museo y contribuir con la gestión y preservación de las mismas: * Control del flujo de movimientos y novedades de una obra. * Gestión de curaduría * Gestión de prensa y difusión. 	Cazajús (MNBA), Paula	560000.0	Gestión integral de obra de arte en los museos	Diseño y desarrollo del Sistema Software	Huella Digital 	DGTS
152	audiovisual	Muestra Leopoldo Marechal	15/04/2015	enpreparacion	activo		Muestra sobre el pensamiento de Leopoldo Marechal	Bruera, Matías	1096200.0	Reflexionar y difundir el pensamiento de Leopoldo Marechal		Imaginación Cultural 	DNPAL
243	audiovisual	Radioteatro	31/05/2015	enpreparacion	activo		Radioteatro	Bruera, Matías	242000.0	Producción de un radioteatro		Imaginación Cultural 	DNPAL
124	infraestructuraedil	Impermeabilización de terraza	01/01/2015	enpreparacion	activo		cambio de membrana, barandas, aislante 		850000.0			Infraestructura (CNB) 	SGC
137	infraestructuraedil	Mantenimientos varios	01/01/2015	enpreparacion	activo				1181994.0			Infraestructura (CNB) 	SGC
244	infraestructuraedil	Reacondicimiento de 2 Auditorios	01/01/2015	enpreparacion	activo		Colocación de Sistema de aire acondicionado 		600000.0			Infraestructura (CNB) 	SGC
286	infraestructuraedil	Techado de patio	02/03/2015	enpreparacion	activo		Colocación de techo corredizo 		1500000.0			Infraestructura (CNB) 	SGC
149	expoitinerante	Muestra Amor	02/07/2015	enpreparacion	activo		6 destinos a definir		52300.0			Itinerancias (CNB) 	SGC
150	expoitinerante	Muestra Economía y Política	02/06/2015	enpreparacion	activo		8 destinos, a definir...		60000.0			Itinerancias (CNB) 	SGC
151	expoitinerante	Muestra Leonardo Favio	02/03/2015	enpreparacion	activo		10 destinos, a definir...		100000.0			Itinerancias (CNB) 	SGC
153	expoitinerante	Muestra Mujeres 200 años	01/04/2015	enpreparacion	activo		Muestras Itinerantes por 7 ciudades del Interior		55000.0			Itinerancias (CNB) 	SGC
154	expoitinerante	Muestra Música 200 años	02/06/2015	enpreparacion	activo		8 destinos, a definir...		50000.0			Itinerancias (CNB) 	SGC
156	expoitinerante	Muestra Sociedad de Trabajo	09/02/2015	enpreparacion	activo		30 destinos, a definir...		120000.0			Itinerancias (CNB) 	SGC
289	expoitinerante	Una historia llena de mujeres	02/03/2015	enpreparacion	activo		12 destinos, a definir...		105000.0			Itinerancias (CNB) 	SGC
134	legislacioncultural	Legislación comparada sobre políticas culturales	01/04/2015	enpreparacion	activo		Trabajos de relevamientos e investigación. Se prevee investigación   		100000.0			Legislacion Cultural 	DNPM
214	legislacioncultural	Propiedad intelectual – derechos de autor	01/01/2015	enpreparacion	activo		Trabajos de relevamientos e investigación. Se prevee investigación  respecto a la propiedad intelectual y derechos de autor  		100000.0			Legislacion Cultural 	DNPM
138	matra	MATRA 	01/01/2015	enpreparacion	activo		Actividades varias 		4145225.0			MATRA 	DNIC
21	micsur	Asistencia a reuniones preparatorias MICSUR 2016	01/01/2015	enpreparacion	activo		Armado de viajes y reuniones 		70000.0		Enero a Diciembre	MICSUR 	DNIC
218	micsur	Publicación	15/10/2015	enpreparacion	activo		Desarrollo, edición e impresión de producción editorial acerca de la temática 		50000.0			MICSUR 	DNIC
185	organismosintl	OEA	02/01/2015	enpreparacion	activo		Participar de Encuentros en el marco de la agenda de la OEA Están previstas 4 reuniones.   		190000.0			Organismos Internacionales 	DNPM
188	encuentrointl	Organización de encuentros Internacionales de difusión de la cultura	02/01/2015	enpreparacion	activo		 Organización de Encuentros Se prevee la organización de hasta 2 encuentros internacionales en la Ciudad de Buenos Aires 		260000.0			Organismos Internacionales 	DNPM
278	organismosintl	Seguimientos de actividades de Programas Iberoamericanos (SEGIB- OEI)	02/01/2015	enpreparacion	activo		Asistencia técnica Asistir a los programas iberoamericanos de los cuales participa el Ministerio de Cultura 		140000.0			Organismos Internacionales 	DNPM
291	organismosintl	UNESCO	01/01/2015	enpreparacion	activo		Participar de Encuentros en el marco de la agenda de UNESCO Están previstas 3 reuniones.   		198000.0			Organismos Internacionales 	DNPM
54	fortalecimiento	Ciclo de Capacitaciones Regionales 1°Cuatrimestre	01/01/2015	enpreparacion	activo		Capacitaciones específicas: 5 capacitadores en cada cada una de las 6 provincias desarrollando temática identidicada por PAEC 		850000.0			PAEC (Programa de Apoyo a Emprendimientos Culturales) 	DNIC
55	fortalecimiento	Ciclo de Capacitaciones Regionales 2°Cuatrimestre	01/05/2015	enpreparacion	activo		Capacitaciones específicas: 5 capacitadores en cada cada una de las 6 provincias desarrollando temática identidicada por PAEC 		850000.0			PAEC (Programa de Apoyo a Emprendimientos Culturales) 	DNIC
56	fortalecimiento	Ciclo de Capacitaciones Regionales 3°Cuatrimestre	01/09/2015	enpreparacion	activo		Capacitaciones específicas: 5 capacitadores en cada cada una de las 6 provincias desarrollando temática identidicada por PAEC 		850000.0			PAEC (Programa de Apoyo a Emprendimientos Culturales) 	DNIC
57	fortalecimiento	Ciclo de Capacitaciones Virtuales (Anual)	01/01/2015	enpreparacion	activo		Armado y ejecución de línea de capacitaciones virtuales a través de la plataforma del Min. Industria, contratación de capacitadores y desarrollo de contenido audiovisual. 		150000.0			PAEC (Programa de Apoyo a Emprendimientos Culturales) 	DNIC
100	fortalecimiento	Estímulos para circuitos, redes y comercialización asociativa	01/01/2015	enpreparacion	activo		Desarrollo de líneas de estímulo junto a organismos públicos y privados para fortalecimiento del sector (RESTA APROBACION) 		3850000.0			PAEC (Programa de Apoyo a Emprendimientos Culturales) 	DNIC
186	fortalecimiento	Oficina de Asesoría	01/01/2015	enpreparacion	activo		Contratación de profesionales para atención directa a productores en temáticas contables y legales 		220000.0			PAEC (Programa de Apoyo a Emprendimientos Culturales) 	DNIC
197	fortalecimiento	PDA en dos regiones del país	01/01/2015	enpreparacion	activo		El PDA fue creado para el mejoramiento estético, productivo, funcional y comunicacional- de productos y piezas existentes, que actualmente se están comercializando en una Provincia. Se busca explorar, rediseñar y mejorar productos culturales, con el objetivo de responder a las exigencias de los mercados actuales. 		1000000.0			PDA (Programa Diseño Activo)  	DNIC
125	mejoragestion	Implementación COMDOC	01/09/2014	enpreparacion	activo	Ministerio de Economía	Implementación y puesta en marcha del sistema de Comunicaciones Documentales (COMDOC), licenciado al Ministerio de Economía. Forma parte del Plan Administración CERO, con revisión integral de los procesos administrativos.	Gómez Ortega, Mateo	150000.0	Mejorar la gestión documental		Plan Administración CERO 	DGTS
94	encuentrointl	Encuentros Diversidad Cultural 	01/01/2015	enpreparacion	activo		Se prevé 3 encuentros anuales  		120000.0			Políticas Culturales 	DNPM
95	encuentroregional	Encuentros por el fortalecimiento de la Gestión Cultural	01/01/2015	enpreparacion	activo		Se prevee 2 encuentros anuales  		250000.0			Políticas Culturales 	DNPM
96	foro	Encuentros / Publicaciones, Foro  informe cuatrienal	01/01/2015	enpreparacion	activo		Se prevee 2 encuentros anuales  y 1 publicación 		250000.0			Políticas Culturales 	DNPM
69	premiosnacionales	Convocatoria 2015	01/01/2015	enpreparacion	activo		Difusión de los premios a entregar, y recepción de las propuestas. 		200000.0			Premios Nacionales  	DNIC
97	premiosnacionales	Entrega de premios 2014	02/10/2015	enpreparacion	activo		Premios a ganadores de la convocatoria 2014, contratación de jurados, armado de evento de entrega. 		1000000.0			Premios Nacionales  	DNIC
222	publicaciones	Publicaciones	01/01/2015	enpreparacion	activo		Publicaciones varias 		1300000.0			Publicaciones 	DNIC
39	recalculando	Capacitaciones	01/01/2015	enpreparacion	activo				192000.0			Recalculando 	DNIC
89	recalculando	Encuentro Federal	01/10/2015	enpreparacion	activo				538000.0			Recalculando 	DNIC
108	recalculando	Festivales	01/01/2015	enpreparacion	activo				183000.0			Recalculando 	DNIC
121	recalculando	Giras	01/01/2014	enpreparacion	activo				480000.0			Recalculando 	DNIC
220	recalculando	Publicación	02/11/2015	enpreparacion	activo				200000.0		A Desarrollarse entre Oct y Dic	Recalculando 	DNIC
279	congreso	Seminario anual del Sistema de Información Cultural de la Argerntina	01/04/2015	enpreparacion	activo	La provincia de Tucumán cubre estadía y comida de los enlaces provinciales. Además cubre el lugar de realización del evento. 	En el seminario anual se invitan a los enlaces provincias del SInCA a elaborar metodologías y mediciones conjuntas, establecer criterios comunes para la construcción colectiva de información cultural. 		125000.0	Fortalecer y legitimar el proceso de construcción de información cultural a nivel federal	Realización del Seminario Anual del SInCA	Sistema de información cultural argentino SINCA 	DNPM
231	fortalecimiento	Puesta en valor del MUSEO CASA DEL ACUERDO DE SAN NICOLAS- Sistema CCTV. Sistema de Incendio evacuación	01/01/2015	enpreparacion	activo		Puesta en valor del MUSEO CASA DEL ACUERDO DE SAN NICOLAS Sistema CCTV. Adecuación sistema de incendio, señaletica y plan de evacuación.                        		126000.0			1 Modernización de la exhibición permanente de los Museos Nacionales  	DNIC
